ID,Retailer,Retailer ID,Invoice Date,Region,State,City,Gender Type,Product Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
3471,Foot Locker,1185732,06-06-2021,MidWest,Iowa,Des Moines,Men,Athletic Footwear,28,77,2156,1034.88,0.48,Online
3472,Foot Locker,1185732,06-06-2021,MidWest,Iowa,Des Moines,Women,Street Footwear,23,50,1150,517.5,0.45,Online
3473,Foot Locker,1185732,06-06-2021,MidWest,Iowa,Des Moines,Women,Athletic Footwear,24,44,1056,464.64,0.44,Online
3474,Foot Locker,1185732,06-06-2021,MidWest,Iowa,Des Moines,Men,Apparel,34,44,1496,957.44,0.64,Online
3475,Foot Locker,1185732,06-06-2021,MidWest,Iowa,Des Moines,Women,Apparel,51,85,4335,2297.55,0.53,Online
3476,Foot Locker,1185732,05-07-2021,MidWest,Iowa,Des Moines,Men,Street Footwear,49,138,6762,2975.28,0.44,Online
3477,Foot Locker,1185732,05-07-2021,MidWest,Iowa,Des Moines,Men,Athletic Footwear,44,87,3828,1875.72,0.49,Online
3478,Foot Locker,1185732,05-07-2021,MidWest,Iowa,Des Moines,Women,Street Footwear,36,68,2448,1077.12,0.44,Online
3479,Foot Locker,1185732,05-07-2021,MidWest,Iowa,Des Moines,Women,Athletic Footwear,37,47,1739,712.99,0.41,Online
3480,Foot Locker,1185732,05-07-2021,MidWest,Iowa,Des Moines,Men,Apparel,46,60,2760,1656,0.6,Online
3481,Foot Locker,1185732,05-07-2021,MidWest,Iowa,Des Moines,Women,Apparel,51,94,4794,2397,0.5,Online
3482,Foot Locker,1185732,06-08-2021,MidWest,Iowa,Des Moines,Men,Street Footwear,49,131,6419,2695.98,0.42,Online
3483,Foot Locker,1185732,06-08-2021,MidWest,Iowa,Des Moines,Men,Athletic Footwear,42,78,3276,1506.96,0.46,Online
3484,Foot Locker,1185732,06-08-2021,MidWest,Iowa,Des Moines,Women,Street Footwear,39,61,2379,1022.97,0.43,Online
3485,Foot Locker,1185732,06-08-2021,MidWest,Iowa,Des Moines,Women,Athletic Footwear,37,54,1998,819.18,0.41,Online
3486,Foot Locker,1185732,06-08-2021,MidWest,Iowa,Des Moines,Men,Apparel,48,51,2448,1468.8,0.6,Online
3487,Foot Locker,1185732,06-08-2021,MidWest,Iowa,Des Moines,Women,Apparel,53,98,5194,2856.7,0.55,Online
3488,Foot Locker,1185732,07-09-2021,MidWest,Iowa,Des Moines,Men,Street Footwear,34,133,4522,1808.8,0.4,Online
3489,Foot Locker,1185732,07-09-2021,MidWest,Iowa,Des Moines,Men,Athletic Footwear,27,77,2079,977.13,0.47,Online
3490,Foot Locker,1185732,07-09-2021,MidWest,Iowa,Des Moines,Women,Street Footwear,24,49,1176,470.4,0.4,Online
3491,Foot Locker,1185732,07-09-2021,MidWest,Iowa,Des Moines,Women,Athletic Footwear,23,38,874,393.3,0.45,Online
3492,Foot Locker,1185732,07-09-2021,MidWest,Iowa,Des Moines,Men,Apparel,34,45,1530,933.3,0.61,Online
3493,Foot Locker,1185732,07-09-2021,MidWest,Iowa,Des Moines,Women,Apparel,36,61,2196,1098,0.5,Online
3494,Foot Locker,1185732,06-10-2021,MidWest,Iowa,Des Moines,Men,Street Footwear,43,112,4816,1974.56,0.41,Online
3495,Foot Locker,1185732,06-10-2021,MidWest,Iowa,Des Moines,Men,Athletic Footwear,32,75,2400,1104,0.46,Online
3496,Foot Locker,1185732,06-10-2021,MidWest,Iowa,Des Moines,Women,Street Footwear,34,39,1326,543.66,0.41,Online
3497,Foot Locker,1185732,06-10-2021,MidWest,Iowa,Des Moines,Women,Athletic Footwear,34,31,1054,442.68,0.42,Online
3498,Foot Locker,1185732,06-10-2021,MidWest,Iowa,Des Moines,Men,Apparel,42,38,1596,1021.44,0.64,Online
3499,Foot Locker,1185732,25-05-2021,MidWest,Nebraska,Omaha,Men,Apparel,43,35,1505,677.25,0.45,Online
3500,Foot Locker,1185732,26-05-2021,MidWest,Nebraska,Omaha,Women,Apparel,32,68,2176,1327.36,0.61,Online
3501,Foot Locker,1185732,27-05-2021,MidWest,Nebraska,Omaha,Men,Street Footwear,32,119,3808,2056.32,0.54,Online
3502,Foot Locker,1185732,28-05-2021,MidWest,Nebraska,Omaha,Men,Athletic Footwear,33,38,1254,627,0.5,Online
3503,Foot Locker,1185732,29-05-2021,MidWest,Nebraska,Omaha,Women,Street Footwear,23,47,1081,540.5,0.5,Online
3504,Foot Locker,1185732,30-05-2021,MidWest,Nebraska,Omaha,Women,Athletic Footwear,29,14,406,203,0.5,Online
3505,Foot Locker,1185732,31-05-2021,MidWest,Nebraska,Omaha,Men,Apparel,41,31,1271,622.79,0.49,Online
3506,Foot Locker,1185732,01-06-2021,MidWest,Nebraska,Omaha,Women,Apparel,32,60,1920,1190.4,0.62,Online
3507,Foot Locker,1185732,02-06-2021,MidWest,Nebraska,Omaha,Men,Street Footwear,38,122,4636,2503.44,0.54,Online
3508,Foot Locker,1185732,03-06-2021,MidWest,Nebraska,Omaha,Men,Athletic Footwear,39,26,1014,466.44,0.46,Online
3509,Foot Locker,1185732,04-06-2021,MidWest,Nebraska,Omaha,Women,Street Footwear,29,39,1131,565.5,0.5,Online
3510,Foot Locker,1185732,05-06-2021,MidWest,Nebraska,Omaha,Women,Athletic Footwear,33,0,0,0,0.55,Online
3511,Foot Locker,1185732,06-06-2021,MidWest,Nebraska,Omaha,Men,Apparel,45,13,585,274.95,0.47,Online
3512,Foot Locker,1185732,07-06-2021,MidWest,Nebraska,Omaha,Women,Apparel,37,38,1406,857.66,0.61,Online
3513,Foot Locker,1185732,08-06-2021,MidWest,Nebraska,Omaha,Men,Street Footwear,38,105,3990,2114.7,0.53,Online
3514,Foot Locker,1185732,09-06-2021,MidWest,Nebraska,Omaha,Men,Athletic Footwear,32,23,736,331.2,0.45,Online
3515,Foot Locker,1185732,10-06-2021,MidWest,Nebraska,Omaha,Women,Street Footwear,23,21,483,217.35,0.45,Online
3516,Foot Locker,1185732,11-06-2021,MidWest,Nebraska,Omaha,Women,Athletic Footwear,27,0,0,0,0.53,Online
3517,Foot Locker,1185732,12-06-2021,MidWest,Nebraska,Omaha,Men,Apparel,42,6,252,120.96,0.48,Online
3518,Foot Locker,1185732,13-06-2021,MidWest,Nebraska,Omaha,Women,Apparel,34,39,1326,822.12,0.62,Online
3519,Foot Locker,1185732,14-06-2021,MidWest,Nebraska,Omaha,Men,Street Footwear,44,118,5192,2803.68,0.54,Online
3520,Foot Locker,1185732,15-06-2021,MidWest,Nebraska,Omaha,Men,Athletic Footwear,38,33,1254,627,0.5,Online
3521,Foot Locker,1185732,16-06-2021,MidWest,Nebraska,Omaha,Women,Street Footwear,32,30,960,460.8,0.48,Online
3522,Foot Locker,1185732,17-06-2021,MidWest,Nebraska,Omaha,Women,Athletic Footwear,34,7,238,126.14,0.53,Online
3523,Foot Locker,1185732,18-06-2021,MidWest,Nebraska,Omaha,Men,Apparel,46,13,598,275.08,0.46,Online
3524,Foot Locker,1185732,19-06-2021,MidWest,Nebraska,Omaha,Women,Apparel,51,41,2091,1296.42,0.62,Online
3525,Foot Locker,1185732,20-06-2021,MidWest,Nebraska,Omaha,Men,Street Footwear,36,120,4320,2289.6,0.53,Online
3526,Foot Locker,1185732,21-06-2021,MidWest,Nebraska,Omaha,Men,Athletic Footwear,32,45,1440,720,0.5,Online
3527,Foot Locker,1185732,22-06-2021,MidWest,Nebraska,Omaha,Women,Street Footwear,27,46,1242,558.9,0.45,Online
3528,Foot Locker,1185732,23-06-2021,MidWest,Nebraska,Omaha,Women,Athletic Footwear,27,39,1053,568.62,0.54,Online
3529,Foot Locker,1185732,24-06-2021,MidWest,Nebraska,Omaha,Men,Apparel,42,42,1764,882,0.5,Online
3530,Foot Locker,1185732,25-06-2021,MidWest,Nebraska,Omaha,Women,Apparel,49,85,4165,2582.3,0.62,Online
3531,Foot Locker,1185732,26-06-2021,MidWest,Nebraska,Omaha,Men,Street Footwear,43,165,7095,3618.45,0.51,Online
3532,Foot Locker,1185732,27-06-2021,MidWest,Nebraska,Omaha,Men,Athletic Footwear,37,81,2997,1348.65,0.45,Online
3533,Foot Locker,1185732,28-06-2021,MidWest,Nebraska,Omaha,Women,Street Footwear,34,63,2142,963.9,0.45,Online
3534,Foot Locker,1185732,29-06-2021,MidWest,Nebraska,Omaha,Women,Athletic Footwear,33,46,1518,789.36,0.52,Online
3535,Foot Locker,1185732,30-06-2021,MidWest,Nebraska,Omaha,Men,Apparel,41,44,1804,883.96,0.49,Online
3536,Foot Locker,1185732,01-07-2021,MidWest,Nebraska,Omaha,Women,Apparel,49,91,4459,2809.17,0.63,Online
3537,Foot Locker,1185732,02-07-2021,MidWest,Nebraska,Omaha,Men,Street Footwear,41,145,5945,3150.85,0.53,Online
3538,Foot Locker,1185732,03-07-2021,MidWest,Nebraska,Omaha,Men,Athletic Footwear,42,80,3360,1646.4,0.49,Online
3539,Foot Locker,1185732,04-07-2021,MidWest,Nebraska,Omaha,Women,Street Footwear,36,52,1872,898.56,0.48,Online
3540,Foot Locker,1185732,05-07-2021,MidWest,Nebraska,Omaha,Women,Athletic Footwear,29,38,1102,562.02,0.51,Online
3541,Foot Locker,1185732,06-07-2021,MidWest,Nebraska,Omaha,Men,Apparel,37,27,999,479.52,0.48,Online
3542,Foot Locker,1185732,07-07-2021,MidWest,Nebraska,Omaha,Women,Apparel,44,69,3036,1821.6,0.6,Online
3543,Foot Locker,1185732,08-07-2021,MidWest,Nebraska,Omaha,Men,Street Footwear,38,112,4256,2298.24,0.54,Online
3544,Foot Locker,1185732,09-07-2021,MidWest,Nebraska,Omaha,Men,Athletic Footwear,33,56,1848,850.08,0.46,Online
3545,Foot Locker,1185732,10-07-2021,MidWest,Nebraska,Omaha,Women,Street Footwear,18,25,450,216,0.48,Online
3546,Foot Locker,1185732,11-07-2021,MidWest,Nebraska,Omaha,Women,Athletic Footwear,19,23,437,227.24,0.52,Online
3547,Foot Locker,1185732,12-07-2021,MidWest,Nebraska,Omaha,Men,Apparel,29,21,609,292.32,0.48,Online
3548,Foot Locker,1185732,13-07-2021,MidWest,Nebraska,Omaha,Women,Apparel,34,39,1326,822.12,0.62,Online
3549,Foot Locker,1185732,14-07-2021,MidWest,Nebraska,Omaha,Men,Street Footwear,36,94,3384,1827.36,0.54,Online
3550,Foot Locker,1185732,15-07-2021,MidWest,Nebraska,Omaha,Men,Athletic Footwear,29,41,1189,546.94,0.46,Online
3551,Foot Locker,1185732,16-07-2021,MidWest,Nebraska,Omaha,Women,Street Footwear,29,14,406,203,0.5,Online
3552,Foot Locker,1185732,17-07-2021,MidWest,Nebraska,Omaha,Women,Athletic Footwear,29,7,203,107.59,0.53,Online
3553,Foot Locker,1185732,18-07-2021,MidWest,Nebraska,Omaha,Men,Apparel,37,7,259,124.32,0.48,Online
3554,Foot Locker,1185732,19-07-2021,MidWest,Nebraska,Omaha,Women,Apparel,44,38,1672,1053.36,0.63,Online
3555,Foot Locker,1185732,20-07-2021,MidWest,Nebraska,Omaha,Men,Street Footwear,37,84,3108,1678.32,0.54,Online
3556,Foot Locker,1185732,21-07-2021,MidWest,Nebraska,Omaha,Men,Athletic Footwear,29,41,1189,546.94,0.46,Online
3557,Foot Locker,1185732,22-07-2021,MidWest,Nebraska,Omaha,Women,Street Footwear,29,25,725,340.75,0.47,Online
3558,Foot Locker,1185732,23-07-2021,MidWest,Nebraska,Omaha,Women,Athletic Footwear,27,36,972,534.6,0.55,Online
3559,Foot Locker,1185732,24-07-2021,MidWest,Nebraska,Omaha,Men,Apparel,48,27,1296,583.2,0.45,Online
3560,Foot Locker,1185732,25-07-2021,MidWest,Nebraska,Omaha,Women,Apparel,53,58,3074,1905.88,0.62,Online
3561,Foot Locker,1185732,26-07-2021,MidWest,Nebraska,Omaha,Men,Street Footwear,49,117,5733,2866.5,0.5,Online
3562,Foot Locker,1185732,27-07-2021,MidWest,Nebraska,Omaha,Men,Athletic Footwear,36,63,2268,1134,0.5,Online
3563,Foot Locker,1185732,28-07-2021,MidWest,Nebraska,Omaha,Women,Street Footwear,39,60,2340,1146.6,0.49,Online
3564,Foot Locker,1185732,29-07-2021,MidWest,Nebraska,Omaha,Women,Athletic Footwear,38,38,1444,794.2,0.55,Online
3565,Foot Locker,1185732,30-07-2021,MidWest,Nebraska,Omaha,Men,Apparel,45,39,1755,842.4,0.48,Online
3566,Foot Locker,1185732,31-07-2021,MidWest,Nebraska,Omaha,Women,Apparel,54,65,3510,2176.2,0.62,Online
3567,Foot Locker,1185732,21-10-2020,MidWest,Minnesota,Minneapolis,Men,Apparel,43,39,1677,754.65,0.45,Online
3568,Foot Locker,1185732,22-10-2020,MidWest,Minnesota,Minneapolis,Women,Apparel,32,65,2080,1164.8,0.56,Online
3569,Foot Locker,1185732,23-10-2020,MidWest,Minnesota,Minneapolis,Men,Street Footwear,32,135,4320,1944,0.45,Online
3570,Foot Locker,1185732,24-10-2020,MidWest,Minnesota,Minneapolis,Men,Athletic Footwear,34,38,1292,581.4,0.45,Online
3571,Foot Locker,1185732,25-10-2020,MidWest,Minnesota,Minneapolis,Women,Street Footwear,25,56,1400,588,0.42,Online
3572,Foot Locker,1185732,26-10-2020,MidWest,Minnesota,Minneapolis,Women,Athletic Footwear,27,20,540,253.8,0.47,Online
3573,Foot Locker,1185732,27-10-2020,MidWest,Minnesota,Minneapolis,Men,Apparel,41,44,1804,739.64,0.41,Online
3574,Foot Locker,1185732,28-10-2020,MidWest,Minnesota,Minneapolis,Women,Apparel,34,65,2210,1215.5,0.55,Online
3575,Foot Locker,1185732,29-10-2020,MidWest,Minnesota,Minneapolis,Men,Street Footwear,39,116,4524,2262,0.5,Online
3576,Foot Locker,1185732,30-10-2020,MidWest,Minnesota,Minneapolis,Men,Athletic Footwear,38,35,1330,532,0.4,Online
3577,Foot Locker,1185732,31-10-2020,MidWest,Minnesota,Minneapolis,Women,Street Footwear,29,53,1537,691.65,0.45,Online
3578,Foot Locker,1185732,01-11-2020,MidWest,Minnesota,Minneapolis,Women,Athletic Footwear,32,7,224,112,0.5,Online
3579,Foot Locker,1185732,02-11-2020,MidWest,Minnesota,Minneapolis,Men,Apparel,47,19,893,375.06,0.42,Online
3580,Foot Locker,1185732,03-11-2020,MidWest,Minnesota,Minneapolis,Women,Apparel,38,47,1786,982.3,0.55,Online
3581,Foot Locker,1185732,04-11-2020,MidWest,Minnesota,Minneapolis,Men,Street Footwear,36,120,4320,2030.4,0.47,Online
3582,Foot Locker,1185732,05-11-2020,MidWest,Minnesota,Minneapolis,Men,Athletic Footwear,38,28,1064,446.88,0.42,Online
3583,Foot Locker,1185732,06-11-2020,MidWest,Minnesota,Minneapolis,Women,Street Footwear,29,26,754,331.76,0.44,Online
3584,Foot Locker,1185732,07-11-2020,MidWest,Minnesota,Minneapolis,Women,Athletic Footwear,32,7,224,112,0.5,Online
3585,Foot Locker,1185732,08-11-2020,MidWest,Minnesota,Minneapolis,Men,Apparel,47,14,658,263.2,0.4,Online
3586,Foot Locker,1185732,09-11-2020,MidWest,Minnesota,Minneapolis,Women,Apparel,36,53,1908,1144.8,0.6,Online
3587,Foot Locker,1185732,10-11-2020,MidWest,Minnesota,Minneapolis,Men,Street Footwear,48,116,5568,2616.96,0.47,Online
3588,Foot Locker,1185732,11-11-2020,MidWest,Minnesota,Minneapolis,Men,Athletic Footwear,44,44,1936,793.76,0.41,Online
3589,Foot Locker,1185732,12-11-2020,MidWest,Minnesota,Minneapolis,Women,Street Footwear,37,38,1406,618.64,0.44,Online
3590,Foot Locker,1185732,13-11-2020,MidWest,Minnesota,Minneapolis,Women,Athletic Footwear,36,13,468,229.32,0.49,Online
3591,Foot Locker,1185732,14-11-2020,MidWest,Minnesota,Minneapolis,Men,Apparel,50,20,1000,410,0.41,Online
3592,Foot Locker,1185732,15-11-2020,MidWest,Minnesota,Minneapolis,Women,Apparel,58,51,2958,1745.22,0.59,Online
3593,Foot Locker,1185732,16-11-2020,MidWest,Minnesota,Minneapolis,Men,Street Footwear,44,106,4664,2285.36,0.49,Online
3594,Foot Locker,1185732,17-11-2020,MidWest,Minnesota,Minneapolis,Men,Athletic Footwear,38,49,1862,763.42,0.41,Online
3595,Foot Locker,1185732,18-11-2020,MidWest,Minnesota,Minneapolis,Women,Street Footwear,33,47,1551,697.95,0.45,Online
3596,Foot Locker,1185732,19-11-2020,MidWest,Minnesota,Minneapolis,Women,Athletic Footwear,32,45,1440,676.8,0.47,Online
3597,Foot Locker,1185732,20-11-2020,MidWest,Minnesota,Minneapolis,Men,Apparel,49,45,2205,926.1,0.42,Online
3598,Foot Locker,1185732,21-11-2020,MidWest,Minnesota,Minneapolis,Women,Apparel,53,81,4293,2404.08,0.56,Online
3599,Foot Locker,1185732,22-11-2020,MidWest,Minnesota,Minneapolis,Men,Street Footwear,49,160,7840,3684.8,0.47,Online
3600,Foot Locker,1185732,23-11-2020,MidWest,Minnesota,Minneapolis,Men,Athletic Footwear,42,75,3150,1417.5,0.45,Online
3601,Foot Locker,1185732,24-11-2020,MidWest,Minnesota,Minneapolis,Women,Street Footwear,36,63,2268,952.56,0.42,Online
3602,Foot Locker,1185732,25-11-2020,MidWest,Minnesota,Minneapolis,Women,Athletic Footwear,38,51,1938,930.24,0.48,Online
3603,Foot Locker,1185732,26-11-2020,MidWest,Minnesota,Minneapolis,Men,Apparel,49,58,2842,1165.22,0.41,Online
3604,Foot Locker,1185732,27-11-2020,MidWest,Minnesota,Minneapolis,Women,Apparel,54,98,5292,2910.6,0.55,Online
3605,Foot Locker,1185732,28-11-2020,MidWest,Minnesota,Minneapolis,Men,Street Footwear,47,137,6439,3026.33,0.47,Online
3606,Foot Locker,1185732,29-11-2020,MidWest,Minnesota,Minneapolis,Men,Athletic Footwear,43,87,3741,1533.81,0.41,Online
3607,Foot Locker,1185732,30-11-2020,MidWest,Minnesota,Minneapolis,Women,Street Footwear,37,68,2516,1006.4,0.4,Online
3608,Foot Locker,1185732,01-12-2020,MidWest,Minnesota,Minneapolis,Women,Athletic Footwear,33,47,1551,759.99,0.49,Online
3609,Foot Locker,1185732,02-12-2020,MidWest,Minnesota,Minneapolis,Men,Apparel,42,42,1764,723.24,0.41,Online
3610,Foot Locker,1185732,03-12-2020,MidWest,Minnesota,Minneapolis,Women,Apparel,46,88,4048,2307.36,0.57,Online
3611,Foot Locker,1185732,04-12-2020,MidWest,Minnesota,Minneapolis,Men,Street Footwear,43,113,4859,2332.32,0.48,Online
3612,Foot Locker,1185732,05-12-2020,MidWest,Minnesota,Minneapolis,Men,Athletic Footwear,37,73,2701,1215.45,0.45,Online
3613,Foot Locker,1185732,06-12-2020,MidWest,Minnesota,Minneapolis,Women,Street Footwear,24,41,984,393.6,0.4,Online
3614,Foot Locker,1185732,07-12-2020,MidWest,Minnesota,Minneapolis,Women,Athletic Footwear,24,31,744,342.24,0.46,Online
3615,Foot Locker,1185732,08-12-2020,MidWest,Minnesota,Minneapolis,Men,Apparel,32,34,1088,478.72,0.44,Online
3616,Foot Locker,1185732,09-12-2020,MidWest,Minnesota,Minneapolis,Women,Apparel,39,52,2028,1155.96,0.57,Online
3617,Foot Locker,1185732,10-12-2020,MidWest,Minnesota,Minneapolis,Men,Street Footwear,41,98,4018,1888.46,0.47,Online
3618,Foot Locker,1185732,11-12-2020,MidWest,Minnesota,Minneapolis,Men,Athletic Footwear,34,58,1972,847.96,0.43,Online
3619,Foot Locker,1185732,12-12-2020,MidWest,Minnesota,Minneapolis,Women,Street Footwear,32,25,800,336,0.42,Online
3620,Foot Locker,1185732,13-12-2020,MidWest,Minnesota,Minneapolis,Women,Athletic Footwear,32,21,672,309.12,0.46,Online
3621,Foot Locker,1185732,14-12-2020,MidWest,Minnesota,Minneapolis,Men,Apparel,41,19,779,327.18,0.42,Online
3622,Foot Locker,1185732,15-12-2020,MidWest,Minnesota,Minneapolis,Women,Apparel,49,60,2940,1764,0.6,Online
3623,Foot Locker,1185732,16-12-2020,MidWest,Minnesota,Minneapolis,Men,Street Footwear,46,91,4186,1967.42,0.47,Online
3624,Foot Locker,1185732,17-12-2020,MidWest,Minnesota,Minneapolis,Men,Athletic Footwear,38,52,1976,790.4,0.4,Online
3625,Foot Locker,1185732,18-12-2020,MidWest,Minnesota,Minneapolis,Women,Street Footwear,36,38,1368,547.2,0.4,Online
3626,Foot Locker,1185732,19-12-2020,MidWest,Minnesota,Minneapolis,Women,Athletic Footwear,38,45,1710,837.9,0.49,Online
3627,Foot Locker,1185732,20-12-2020,MidWest,Minnesota,Minneapolis,Men,Apparel,52,34,1768,742.56,0.42,Online
3628,Foot Locker,1185732,21-12-2020,MidWest,Minnesota,Minneapolis,Women,Apparel,59,61,3599,2159.4,0.6,Online
3629,Foot Locker,1185732,22-12-2020,MidWest,Minnesota,Minneapolis,Men,Street Footwear,50,124,6200,3100,0.5,Online
3630,Foot Locker,1185732,23-12-2020,MidWest,Minnesota,Minneapolis,Men,Athletic Footwear,42,77,3234,1455.3,0.45,Online
3631,Foot Locker,1185732,24-12-2020,MidWest,Minnesota,Minneapolis,Women,Street Footwear,44,56,2464,1010.24,0.41,Online
3632,Foot Locker,1185732,25-12-2020,MidWest,Minnesota,Minneapolis,Women,Athletic Footwear,44,49,2156,1056.44,0.49,Online
3633,Foot Locker,1185732,26-12-2020,MidWest,Minnesota,Minneapolis,Men,Apparel,54,44,2376,974.16,0.41,Online
3634,Foot Locker,1185732,27-12-2020,MidWest,Minnesota,Minneapolis,Women,Apparel,54,77,4158,2370.06,0.57,Online
3635,Foot Locker,1185732,04-06-2021,MidWest,Illinois,Chicago,Men,Apparel,53,47,2491,1220.59,0.49,Online
3636,Foot Locker,1185732,05-06-2021,MidWest,Illinois,Chicago,Women,Apparel,41,69,2829,1697.4,0.6,Online
3637,Foot Locker,1185732,06-06-2021,MidWest,Illinois,Chicago,Men,Street Footwear,44,158,6952,3545.52,0.51,Online
3638,Foot Locker,1185732,07-06-2021,MidWest,Illinois,Chicago,Men,Athletic Footwear,43,51,2193,1030.71,0.47,Online
3639,Foot Locker,1185732,08-06-2021,MidWest,Illinois,Chicago,Women,Street Footwear,32,61,1952,897.92,0.46,Online
3640,Foot Locker,1185732,09-06-2021,MidWest,Illinois,Chicago,Women,Athletic Footwear,39,28,1092,578.76,0.53,Online
3641,Foot Locker,1185732,10-06-2021,MidWest,Illinois,Chicago,Men,Apparel,50,44,2200,1034,0.47,Online
3642,Foot Locker,1185732,11-06-2021,MidWest,Illinois,Chicago,Women,Apparel,43,77,3311,2152.15,0.65,Online
3643,Foot Locker,1185732,12-06-2021,MidWest,Illinois,Chicago,Men,Street Footwear,47,144,6768,3722.4,0.55,Online
3644,Foot Locker,1185732,13-06-2021,MidWest,Illinois,Chicago,Men,Athletic Footwear,46,60,2760,1324.8,0.48,Online
3645,Foot Locker,1185732,14-06-2021,MidWest,Illinois,Chicago,Women,Street Footwear,37,68,2516,1132.2,0.45,Online
3646,Foot Locker,1185732,15-06-2021,MidWest,Illinois,Chicago,Women,Athletic Footwear,41,19,779,412.87,0.53,Online
3647,Foot Locker,1185732,16-06-2021,MidWest,Illinois,Chicago,Men,Apparel,56,38,2128,1000.16,0.47,Online
3648,Foot Locker,1185732,17-06-2021,MidWest,Illinois,Chicago,Women,Apparel,45,63,2835,1786.05,0.63,Online
3649,Foot Locker,1185732,18-06-2021,MidWest,Illinois,Chicago,Men,Street Footwear,48,122,5856,3045.12,0.52,Online
3650,Foot Locker,1185732,19-06-2021,MidWest,Illinois,Chicago,Men,Athletic Footwear,48,44,2112,971.52,0.46,Online
3651,Foot Locker,1185732,20-06-2021,MidWest,Illinois,Chicago,Women,Street Footwear,36,42,1512,725.76,0.48,Online
3652,Foot Locker,1185732,21-06-2021,MidWest,Illinois,Chicago,Women,Athletic Footwear,44,20,880,440,0.5,Online
3653,Foot Locker,1185732,22-06-2021,MidWest,Illinois,Chicago,Men,Apparel,54,28,1512,710.64,0.47,Online
3654,Foot Locker,1185732,23-06-2021,MidWest,Illinois,Chicago,Women,Apparel,49,65,3185,1911,0.6,Online
3655,Foot Locker,1185732,24-06-2021,MidWest,Illinois,Chicago,Men,Street Footwear,58,134,7772,4196.88,0.54,Online
3656,Foot Locker,1185732,25-06-2021,MidWest,Illinois,Chicago,Men,Athletic Footwear,53,54,2862,1287.9,0.45,Online
3657,Foot Locker,1185732,26-06-2021,MidWest,Illinois,Chicago,Women,Street Footwear,49,44,2156,991.76,0.46,Online
3658,Foot Locker,1185732,27-06-2021,MidWest,Illinois,Chicago,Women,Athletic Footwear,48,28,1344,712.32,0.53,Online
3659,Foot Locker,1185732,28-06-2021,MidWest,Illinois,Chicago,Men,Apparel,59,35,2065,949.9,0.46,Online
3660,Foot Locker,1185732,29-06-2021,MidWest,Illinois,Chicago,Women,Apparel,64,63,4032,2419.2,0.6,Online
3661,Foot Locker,1185732,30-06-2021,MidWest,Illinois,Chicago,Men,Street Footwear,46,135,6210,3415.5,0.55,Online
3662,Foot Locker,1185732,01-07-2021,MidWest,Illinois,Chicago,Men,Athletic Footwear,43,63,2709,1219.05,0.45,Online
3663,Foot Locker,1185732,02-07-2021,MidWest,Illinois,Chicago,Women,Street Footwear,39,54,2106,947.7,0.45,Online
3664,Foot Locker,1185732,03-07-2021,MidWest,Illinois,Chicago,Women,Athletic Footwear,38,47,1786,946.58,0.53,Online
3665,Foot Locker,1185732,04-07-2021,MidWest,Illinois,Chicago,Men,Apparel,46,51,2346,1173,0.5,Online
3666,Foot Locker,1185732,05-07-2021,MidWest,Illinois,Chicago,Women,Apparel,51,105,5355,3373.65,0.63,Online
3667,Foot Locker,1185732,06-07-2021,MidWest,Illinois,Chicago,Men,Street Footwear,47,161,7567,3934.84,0.52,Online
3668,Foot Locker,1185732,07-07-2021,MidWest,Illinois,Chicago,Men,Athletic Footwear,43,81,3483,1567.35,0.45,Online
3669,Foot Locker,1185732,08-07-2021,MidWest,Illinois,Chicago,Women,Street Footwear,36,65,2340,1053,0.45,Online
3670,Foot Locker,1185732,09-07-2021,MidWest,Illinois,Chicago,Women,Athletic Footwear,39,50,1950,1053,0.54,Online
3671,Foot Locker,1185732,10-07-2021,MidWest,Illinois,Chicago,Men,Apparel,47,56,2632,1210.72,0.46,Online
3672,Foot Locker,1185732,11-07-2021,MidWest,Illinois,Chicago,Women,Apparel,54,120,6480,3952.8,0.61,Online
3673,Foot Locker,1185732,12-07-2021,MidWest,Illinois,Chicago,Men,Street Footwear,49,149,7301,3723.51,0.51,Online
3674,Foot Locker,1185732,13-07-2021,MidWest,Illinois,Chicago,Men,Athletic Footwear,41,94,3854,1772.84,0.46,Online
3675,Foot Locker,1185732,14-07-2021,MidWest,Illinois,Chicago,Women,Street Footwear,38,75,2850,1396.5,0.49,Online
3676,Foot Locker,1185732,15-07-2021,MidWest,Illinois,Chicago,Women,Athletic Footwear,37,63,2331,1165.5,0.5,Online
3677,Foot Locker,1185732,16-07-2021,MidWest,Illinois,Chicago,Men,Apparel,49,50,2450,1225,0.5,Online
3678,Foot Locker,1185732,17-07-2021,MidWest,Illinois,Chicago,Women,Apparel,50,94,4700,3055,0.65,Online
3679,Foot Locker,1185732,18-07-2021,MidWest,Illinois,Chicago,Men,Street Footwear,47,135,6345,3172.5,0.5,Online
3680,Foot Locker,1185732,19-07-2021,MidWest,Illinois,Chicago,Men,Athletic Footwear,41,84,3444,1687.56,0.49,Online
3681,Foot Locker,1185732,20-07-2021,MidWest,Illinois,Chicago,Women,Street Footwear,36,60,2160,1015.2,0.47,Online
3682,Foot Locker,1185732,21-07-2021,MidWest,Illinois,Chicago,Women,Athletic Footwear,36,44,1584,839.52,0.53,Online
